metro;Run;Aggressor;Person;Stress;aggressor_pct
UBERLANDIA;411;41;1647;0.01444287446436159;0.024893746205221615
UBERLANDIA;412;36;1688;0.014414167453161946;0.02132701421800948
UBERLANDIA;413;49;1646;0.01423949199713879;0.02976913730255164
UBERLANDIA;414;44;1654;0.01458290558452899;0.026602176541717048
UBERLANDIA;415;48;1659;0.014608198602216816;0.028933092224231464
UBERLANDIA;416;56;1618;0.014774358278726817;0.034610630407911
UBERLANDIA;417;50;1636;0.014116797242322444;0.030562347188264057
UBERLANDIA;418;52;1629;0.014609509193361877;0.03192142418661756
UBERLANDIA;419;41;1657;0.01446222383697389;0.024743512371756187
VITORIA;420;53;1925;0.014799595758504576;0.027532467532467533
VITORIA;421;49;1959;0.014840372261913681;0.025012761613067893
VITORIA;422;51;1942;0.014682065093850855;0.026261585993820804
VITORIA;423;63;1941;0.015134559788390461;0.03245749613601236
VITORIA;424;57;1940;0.01467758179163344;0.029381443298969072
VITORIA;425;38;1955;0.014871017015732556;0.019437340153452685
VITORIA;426;61;1911;0.014902877899159783;0.03192046049188906
VITORIA;427;52;1935;0.014807965271997856;0.026873385012919897
VITORIA;428;69;1924;0.01471328321100893;0.035862785862785865
VITORIA;429;57;1916;0.014437163549686593;0.029749478079331943
VITORIA;430;36;1995;0.014540122279984304;0.01804511278195489
VITORIA;431;56;1911;0.014603369335100933;0.029304029304029304
VITORIA;432;61;1922;0.014878882544207479;0.03173777315296566
VITORIA;433;47;1941;0.01481800853284329;0.024214322514167955
VITORIA;434;55;1939;0.014663580790438804;0.028365136668385766
VITORIA;435;55;1936;0.0146902971612512;0.028409090909090908
VITORIA;436;52;1920;0.014534440336971533;0.027083333333333334
VITORIA;437;67;1917;0.014666376613078288;0.03495044340114763
VITORIA;438;46;1944;0.014715173296149449;0.023662551440329218
VITORIA;439;50;1965;0.014865637787747667;0.02544529262086514
VOLTA REDONDA - BARRA MANSA;440;53;1536;0.014662534437754109;0.034505208333333336
VOLTA REDONDA - BARRA MANSA;441;46;1538;0.014460976175493955;0.02990897269180754
VOLTA REDONDA - BARRA MANSA;442;50;1544;0.014772381451949916;0.03238341968911917
VOLTA REDONDA - BARRA MANSA;443;45;1528;0.014495956670629102;0.029450261780104712
VOLTA REDONDA - BARRA MANSA;444;53;1565;0.014814415857120997;0.03386581469648562
VOLTA REDONDA - BARRA MANSA;445;48;1577;0.014740033477950358;0.030437539632213063
VOLTA REDONDA - BARRA MANSA;446;48;1531;0.014931196003333756;0.031352057478772045
VOLTA REDONDA - BARRA MANSA;447;48;1566;0.01442147514155044;0.03065134099616858
VOLTA REDONDA - BARRA MANSA;448;42;1599;0.014626553325852158;0.02626641651031895
VOLTA REDONDA - BARRA MANSA;449;48;1558;0.014505376462411398;0.03080872913992298
VOLTA REDONDA - BARRA MANSA;450;43;1582;0.014488406525545833;0.02718078381795196
VOLTA REDONDA - BARRA MANSA;451;45;1587;0.014545938864362264;0.02835538752362949
VOLTA REDONDA - BARRA MANSA;452;45;1563;0.014862570740428127;0.028790786948176585
VOLTA REDONDA - BARRA MANSA;453;43;1575;0.014774837135529241;0.027301587301587302
VOLTA REDONDA - BARRA MANSA;454;47;1545;0.015007462111730827;0.030420711974110032
VOLTA REDONDA - BARRA MANSA;455;36;1576;0.014656189661958714;0.02284263959390863
VOLTA REDONDA - BARRA MANSA;456;55;1533;0.015067616550021394;0.03587736464448793
VOLTA REDONDA - BARRA MANSA;457;50;1555;0.01490331325050644;0.03215434083601286
VOLTA REDONDA - BARRA MANSA;458;49;1549;0.015117839523161609;0.0316333118140736
VOLTA REDONDA - BARRA MANSA;459;51;1579;0.01447258605460292;0.03229892336922103
RIO DE JANEIRO;460;52;2299;0.014347212109472046;0.022618529795563287
RIO DE JANEIRO;461;56;2284;0.014133292997058289;0.024518388791593695
RIO DE JANEIRO;462;42;2306;0.014286854046471313;0.01821335646140503
RIO DE JANEIRO;463;51;2288;0.013984683761669604;0.022290209790209792
RIO DE JANEIRO;464;59;2281;0.014556086371344755;0.025865848312143797
