under_influence;Run;Denounce;Females;Got attacked;Stress
0.15;583;76;1210;220;0.031529399300856485
0.15;584;72;1243;184;0.03018363647049692
0.15;585;73;1176;196;0.029740994558731176
0.15;586;75;1227;217;0.03025441116361769
0.15;587;73;1240;207;0.03161033327757063
0.15;588;77;1211;209;0.030715276605062656
0.15;589;87;1230;243;0.030377615280953965
0.15;590;90;1208;236;0.03004947317780788
0.15;591;77;1240;220;0.029653891761076957
0.15;592;82;1212;233;0.030036185264558143
0.15;593;74;1233;225;0.02970448928555046
0.15;594;79;1171;223;0.029319681469007163
0.15;595;77;1245;233;0.030260575288189866
0.15;596;85;1233;216;0.02963545950849622
0.15;597;73;1193;207;0.030067145780951623
0.15;598;80;1187;244;0.032116492983220474
0.15;599;82;1186;211;0.030158963970459987
0.21999999999999997;600;82;1284;240;0.029709075071977415
0.21999999999999997;601;63;1212;211;0.029189261897567622
0.21999999999999997;602;89;1252;236;0.030753618874505145
0.21999999999999997;603;81;1207;194;0.030329056418066595
0.21999999999999997;604;70;1187;211;0.02971935335599469
0.21999999999999997;605;75;1176;189;0.030890145592899827
0.21999999999999997;606;75;1172;204;0.03090264700575472
0.21999999999999997;607;79;1205;213;0.030618829649297186
0.21999999999999997;608;86;1241;247;0.03186948019138395
0.21999999999999997;609;91;1223;230;0.02987341056100505
0.21999999999999997;610;63;1166;190;0.030489817537007885
0.21999999999999997;611;88;1241;210;0.0305624249826315
0.21999999999999997;612;74;1245;231;0.030651932480141874
0.21999999999999997;613;59;1204;187;0.030666618038578904
0.21999999999999997;614;84;1221;221;0.031049037033166367
0.21999999999999997;615;104;1250;243;0.030234923104205613
0.21999999999999997;616;70;1225;190;0.02973637518117367
0.21999999999999997;617;93;1235;239;0.031200837078654096
0.21999999999999997;618;79;1218;216;0.031193334583757854
0.21999999999999997;619;71;1266;184;0.030059323105049524
0.21999999999999997;620;78;1226;227;0.030964651782377485
0.21999999999999997;621;81;1212;232;0.030780561288943853
0.21999999999999997;622;80;1195;228;0.031104914095517102
0.21999999999999997;623;67;1194;215;0.03088913920155452
0.21999999999999997;624;93;1210;243;0.031255702201731045
0.21999999999999997;625;87;1228;233;0.030855073337205968
0.21999999999999997;626;76;1188;214;0.031539334890976364
0.21999999999999997;627;97;1199;225;0.032302701412399305
0.21999999999999997;628;81;1160;206;0.0321468484990872
0.21999999999999997;629;88;1251;233;0.03131972155371973
0.21999999999999997;630;86;1228;202;0.03015204791930936
0.21999999999999997;631;73;1213;219;0.03185547559419961
0.21999999999999997;632;91;1247;236;0.03057609007825893
0.21999999999999997;633;71;1195;221;0.03136825836395805
0.21999999999999997;634;68;1252;230;0.032282600917961174
0.21999999999999997;635;84;1222;233;0.03232651322440582
0.21999999999999997;636;74;1187;212;0.030158967022235392
0.21999999999999997;637;69;1273;206;0.03056770676018914
0.21999999999999997;638;61;1204;194;0.03049520638842619
0.21999999999999997;639;63;1245;204;0.03048282148540166
0.21999999999999997;640;77;1132;227;0.030643120637433883
0.21999999999999997;641;78;1213;214;0.029736174139086264
0.21999999999999997;642;77;1220;247;0.03145277694907636
0.21999999999999997;643;80;1207;210;0.029435497326432327
0.21999999999999997;644;75;1250;220;0.031208180414701348
0.21999999999999997;645;74;1217;222;0.029694903050144866
0.21999999999999997;646;79;1204;219;0.031094319905962616
0.21999999999999997;647;66;1264;203;0.03122570570334263
0.21999999999999997;648;73;1215;229;0.03182537968904856
0.21999999999999997;649;91;1217;231;0.030059948159774943
0.21999999999999997;650;86;1239;225;0.030776933727844877
0.21999999999999997;651;69;1272;195;0.03044853206497532
0.21999999999999997;652;79;1199;229;0.030679630362367878
0.21999999999999997;653;77;1203;203;0.029466785134810186
0.21999999999999997;654;89;1212;214;0.03135762050710445
0.21999999999999997;655;72;1223;218;0.031093580210921953
0.21999999999999997;656;78;1209;198;0.030594770612442392
0.21999999999999997;657;75;1201;209;0.030684912814376023
0.21999999999999997;658;76;1209;209;0.031055181327852864
0.21999999999999997;659;62;1193;204;0.030030582226218152
0.21999999999999997;660;71;1231;220;0.03200541034133738
0.21999999999999997;661;70;1274;205;0.030276534057461744
0.21999999999999997;662;76;1163;202;0.0299529028712457
0.21999999999999997;663;78;1211;239;0.03210041553584797
0.21999999999999997;664;62;1181;191;0.03156277141583253
0.21999999999999997;665;87;1181;223;0.03160108689197188
0.21999999999999997;666;65;1227;183;0.02907179261005226
0.21999999999999997;667;82;1202;220;0.03109115576949012
0.21999999999999997;668;78;1246;196;0.03062907226732794
0.21999999999999997;669;86;1223;234;0.031038034313101988
0.21999999999999997;670;75;1250;240;0.030741214602830934
0.21999999999999997;671;74;1275;198;0.0301500766675035
0.21999999999999997;672;61;1188;198;0.030575946662265447
0.21999999999999997;673;77;1272;223;0.030402833116127955
0.21999999999999997;674;76;1247;215;0.029338289190603682
0.21999999999999997;675;70;1242;233;0.03078177107826564
0.21999999999999997;676;86;1206;236;0.030963942353397247
0.21999999999999997;677;83;1269;232;0.030462568801951227
0.21999999999999997;678;83;1225;216;0.031043758082339876
0.21999999999999997;679;68;1207;219;0.03050882153280711
0.21999999999999997;680;78;1242;243;0.031054589049550493
0.21999999999999997;681;82;1187;206;0.030812380788695467
0.21999999999999997;682;72;1220;215;0.03170091308201536
0.21999999999999997;683;73;1175;200;0.03066532751181935
0.21999999999999997;684;80;1228;224;0.030885390144135095
0.21999999999999997;685;80;1256;229;0.03042811614079343
0.21999999999999997;686;60;1228;175;0.029626687486491405
0.21999999999999997;687;86;1223;240;0.031012187276932057
0.21999999999999997;688;77;1191;196;0.030713184593758523
0.21999999999999997;689;85;1247;206;0.03081220712572702
0.21999999999999997;690;66;1181;194;0.03114465865304502
0.21999999999999997;691;65;1209;175;0.030265052355235512
0.21999999999999997;692;63;1195;207;0.030088747152519166
0.21999999999999997;693;85;1230;223;0.0306669007649717
0.21999999999999997;694;68;1179;195;0.030740327159792837
0.21999999999999997;695;74;1230;220;0.03136456864828362
0.21999999999999997;696;81;1238;211;0.030242910669461914
0.21999999999999997;697;91;1224;248;0.030581320183787626
0.21999999999999997;698;88;1214;233;0.03105362920821572
0.21999999999999997;699;88;1240;240;0.031258177377991095
0.21999999999999997;700;81;1205;213;0.03083544489439797
0.21999999999999997;701;73;1248;202;0.031035932081247244
0.21999999999999997;702;75;1281;220;0.030637952029902618
0.21999999999999997;703;75;1217;216;0.030866581248360305
0.21999999999999997;704;79;1250;197;0.03081608896067725
0.21999999999999997;705;75;1153;210;0.03061370040824076
0.21999999999999997;706;83;1206;231;0.030276106267335474
0.21999999999999997;707;74;1197;213;0.03115665777823665
0.21999999999999997;708;84;1232;225;0.03089186633192031
0.21999999999999997;709;74;1179;205;0.03022991957112698
0.21999999999999997;710;77;1173;215;0.031110676996860643
0.21999999999999997;711;90;1221;227;0.03131745387298297
0.21999999999999997;712;74;1262;231;0.03071608887733559
0.21999999999999997;713;89;1246;247;0.02990565282674558
0.21999999999999997;714;76;1247;216;0.03150008959047577
0.21999999999999997;715;82;1247;222;0.03144184782606666
0.21999999999999997;716;66;1166;190;0.03041463524607092
0.21999999999999997;717;79;1212;206;0.031499097007760685
0.21999999999999997;718;59;1240;208;0.03095600553991119
0.21999999999999997;719;79;1184;223;0.03158183714025644
0.21999999999999997;720;79;1220;245;0.031081860211624217
0.21999999999999997;721;85;1217;238;0.030890539550593985
0.21999999999999997;722;73;1203;218;0.031173929049648417
0.21999999999999997;723;76;1258;238;0.030757005305599255
0.21999999999999997;724;65;1232;215;0.030920304302094335
0.21999999999999997;725;74;1224;217;0.029710780381575364
0.21999999999999997;726;69;1183;205;0.030287765636028006
0.21999999999999997;727;71;1199;197;0.030296582974737408
0.21999999999999997;728;84;1222;241;0.03110504283753455
0.21999999999999997;729;78;1181;213;0.031085836898325267
0.21999999999999997;730;78;1224;210;0.03065708775232675
0.21999999999999997;731;81;1251;193;0.0302594954099215
0.21999999999999997;732;78;1156;218;0.031091204456965702
0.21999999999999997;733;80;1192;217;0.030011116028985076
0.21999999999999997;734;80;1180;204;0.03126718456890459
0.21999999999999997;735;100;1250;261;0.03142390335380357
0.21999999999999997;736;81;1214;215;0.030566108451099933
0.21999999999999997;737;90;1183;231;0.031095092936069553
0.21999999999999997;738;75;1212;212;0.030213645035712222
0.21999999999999997;739;83;1191;228;0.030785561912570973
0.21999999999999997;740;91;1235;212;0.031129519427836396
0.21999999999999997;741;79;1224;205;0.030418778838035877
0.21999999999999997;742;79;1165;223;0.03059739570306502
0.21999999999999997;743;75;1209;194;0.030064697708653353
0.21999999999999997;744;78;1188;214;0.03031969525981583
0.21999999999999997;745;76;1257;220;0.03051039554139071
0.21999999999999997;746;82;1235;217;0.03044511948343699
0.21999999999999997;747;88;1215;242;0.03036279583649826
0.21999999999999997;748;68;1211;193;0.03144063829118218
0.21999999999999997;749;70;1195;215;0.03147324858926107
0.21999999999999997;750;73;1208;232;0.03214103270493634
0.21999999999999997;751;73;1201;218;0.030681358022915134
0.21999999999999997;752;63;1172;209;0.03079475775843642
0.21999999999999997;753;80;1230;210;0.030995838327841356
0.21999999999999997;754;76;1173;199;0.03082784738691584
0.21999999999999997;755;80;1192;236;0.031251797633312504
0.21999999999999997;756;78;1220;216;0.03001824276074737
0.21999999999999997;757;69;1220;222;0.03046843462943556
0.21999999999999997;758;82;1199;200;0.03110432678404757
0.21999999999999997;759;67;1251;211;0.031825340606943316
0.21999999999999997;760;71;1226;199;0.030143996670701112
0.21999999999999997;761;70;1225;208;0.030715250405164523
0.21999999999999997;762;78;1228;212;0.030922289970673273
0.21999999999999997;763;66;1253;209;0.03095683397000083
0.21999999999999997;764;76;1236;200;0.029902472217643312
0.21999999999999997;765;69;1222;214;0.030388777867566916
0.21999999999999997;766;76;1227;225;0.031583672716149286
0.21999999999999997;767;88;1233;226;0.029906119499408457
0.21999999999999997;768;73;1176;224;0.03100242340126306
0.21999999999999997;769;66;1239;206;0.029788459657214886
0.21999999999999997;770;78;1247;217;0.030627765701606618
0.21999999999999997;771;75;1179;213;0.02959574470220895
0.21999999999999997;772;59;1205;206;0.030876038880956982
0.21999999999999997;773;97;1172;228;0.030674405226731
0.21999999999999997;774;69;1158;208;0.030840738703008522
0.21999999999999997;775;82;1183;200;0.029638007553100403
0.21999999999999997;776;85;1216;230;0.031698372756383084
0.21999999999999997;777;88;1221;212;0.030880939594625227
0.21999999999999997;778;90;1209;231;0.030113172682256283
0.21999999999999997;779;72;1208;234;0.031063704371722775
0.21999999999999997;780;83;1231;225;0.030245047964468058
0.21999999999999997;781;79;1216;195;0.030394076595495485
0.21999999999999997;782;80;1185;230;0.0315130870328151
0.21999999999999997;783;76;1207;197;0.030930290656300447
0.21999999999999997;784;75;1259;228;0.030810152100947952
0.21999999999999997;785;80;1192;205;0.030634877164215892
0.21999999999999997;786;79;1231;239;0.030695111737656756
0.21999999999999997;787;83;1226;237;0.031460805893740916
0.21999999999999997;788;71;1195;208;0.031145407811616094
0.21999999999999997;789;81;1279;200;0.030325725181126115
0.21999999999999997;790;79;1198;231;0.031285292696342754
0.21999999999999997;791;70;1233;203;0.03143408326696756
0.21999999999999997;792;66;1190;183;0.030509553053803627
0.21999999999999997;793;83;1186;244;0.031230323061807345
0.21999999999999997;794;96;1232;240;0.030656759755930865
0.21999999999999997;795;65;1238;216;0.031649431187474174
0.21999999999999997;796;85;1175;217;0.031117066681185197
0.21999999999999997;797;91;1170;223;0.030941862363806007
0.21999999999999997;798;78;1189;209;0.031091762212265877
0.21999999999999997;799;77;1234;221;0.030569998886553117
0.29;800;78;1240;232;0.03172170012775675
0.29;801;69;1217;195;0.03089469185442459
0.29;802;88;1188;228;0.030932062820355304
0.29;803;78;1229;224;0.03136999457343189
0.29;804;78;1222;240;0.03056237759320066
0.29;805;97;1239;218;0.03101869647421679
0.29;806;78;1170;224;0.03110423367280648
0.29;807;85;1145;228;0.030726105926926425
0.29;808;90;1245;243;0.030326231005460426
0.29;809;94;1208;242;0.032595178223583925
0.29;810;81;1231;220;0.031223225640361948
0.29;811;70;1204;201;0.030356890696365747
0.29;812;73;1220;214;0.03082988641663422
0.29;813;65;1186;192;0.03228722963911202
0.29;814;80;1208;234;0.03103862071037322
0.29;815;77;1188;223;0.030592652982078677
0.29;816;83;1210;225;0.03038032938345118
0.29;817;86;1242;225;0.02953706203999523
0.29;818;77;1241;225;0.03176920802555082
0.29;819;84;1203;211;0.030479303363729882
0.29;820;75;1236;208;0.03205588956321197
0.29;821;74;1207;200;0.03094586190610059
0.29;822;68;1182;200;0.030944290789386503
0.29;823;74;1230;220;0.03144694834666825
0.29;824;83;1193;205;0.03113278607459699
0.29;825;81;1172;239;0.03104837555450343
0.29;826;82;1230;231;0.030481312283807117
0.29;827;75;1217;211;0.03107133177627395
0.29;828;71;1241;219;0.03183708049340917
0.29;829;87;1283;238;0.030978293925422958
0.29;830;92;1262;234;0.030354180429775165
0.29;831;68;1218;207;0.03116373009260998
0.29;832;68;1252;212;0.03074644085919041
0.29;833;84;1245;240;0.031710866729864874
0.29;834;77;1216;220;0.030840047383927288
0.29;835;75;1225;220;0.031415135212691264
0.29;836;87;1271;215;0.029785365779108213
0.29;837;79;1209;218;0.031338206444522974
0.29;838;66;1228;205;0.031097085322007598
0.29;839;73;1216;220;0.031241814049716682
0.29;840;79;1240;224;0.0322029506355537
0.29;841;79;1251;226;0.03002947653965388
0.29;842;70;1180;194;0.03176406754769622
0.29;843;81;1264;211;0.03174789860381803
0.29;844;84;1242;220;0.031025076471846838
0.29;845;79;1221;222;0.030840310445359086
0.29;846;79;1260;239;0.03168614546763199
0.29;847;83;1182;250;0.03088068967662288
0.29;848;69;1228;198;0.03226051481033653
0.29;849;84;1222;232;0.030607986783454548
0.29;850;76;1193;212;0.030828176934473026
0.29;851;70;1185;200;0.03133903585504121
0.29;852;75;1204;220;0.032339656949341045
0.29;853;94;1227;264;0.03284590224096005
0.29;854;84;1217;236;0.03213105218286665
0.29;855;96;1218;219;0.02992556138378396
0.29;856;66;1190;182;0.03080717603609966
0.29;857;83;1174;210;0.030753372324491376
0.29;858;82;1214;237;0.030370843483860554
0.29;859;74;1236;210;0.031760628354432247
0.29;860;75;1197;193;0.031075623140255245
0.29;861;84;1226;226;0.031228961648797262
0.29;862;66;1214;207;0.0302547088354867
0.29;863;85;1192;231;0.03077356974453611
0.29;864;71;1201;226;0.031636710623325355
0.29;865;80;1224;210;0.030741073721216733
0.29;866;67;1178;173;0.03130484908046948
0.29;867;77;1217;221;0.03085984901748181
0.29;868;83;1169;214;0.03239773385091844
0.29;869;74;1219;202;0.029629847553594834
0.29;870;75;1266;235;0.031294555030975196
0.29;871;89;1218;215;0.030701956098005988
0.29;872;75;1230;241;0.03110539563002463
0.29;873;98;1260;261;0.030851016232243247
0.29;874;81;1211;200;0.03078766615466563
0.29;875;88;1243;213;0.030353951454285735
0.29;876;82;1271;228;0.03098564092670775
0.29;877;87;1221;214;0.030322313306226728
0.29;878;65;1215;186;0.03215470895956375
0.29;879;62;1235;167;0.030721752536870532
0.29;880;75;1181;202;0.030712903041004914
0.29;881;79;1202;205;0.03130934445904482
0.29;882;64;1188;192;0.03186803227765755
0.29;883;81;1224;214;0.030755191500097902
0.29;884;76;1201;199;0.031650540989249014
0.29;885;67;1234;197;0.031801258903290025
0.29;886;80;1183;190;0.03207605043848156
0.29;887;85;1250;217;0.030704781785837378
0.29;888;82;1204;216;0.03150577824376666
0.29;889;69;1218;222;0.030460939814113738
0.29;890;87;1256;232;0.03028227537765197
0.29;891;75;1229;212;0.03159715887470561
0.29;892;83;1188;211;0.03126957669769323
0.29;893;77;1237;229;0.030948152323969278
0.29;894;82;1212;214;0.030711630733231975
0.29;895;77;1182;238;0.03160655378501693
0.29;896;91;1217;229;0.031887985681639044
0.29;897;88;1174;231;0.03055040978408013
0.29;898;89;1186;232;0.031083463037392362
0.29;899;78;1230;216;0.030410235909277574
0.29;900;81;1231;214;0.031036423937315944
0.29;901;75;1227;223;0.031919654120648226
0.29;902;85;1215;239;0.030301559684412727
0.29;903;87;1156;232;0.03159745902282592
0.29;904;70;1251;176;0.03061211810593752
0.29;905;67;1226;194;0.031195348385556727
0.29;906;89;1231;244;0.03086168246769734
0.29;907;95;1186;233;0.031973924114118625
0.29;908;86;1271;225;0.030811111644623884
0.29;909;73;1234;213;0.030711151109449907
0.29;910;69;1280;194;0.030377227700218983
0.29;911;61;1202;212;0.03008524674723804
0.29;912;83;1194;222;0.03117477542697134
0.29;913;79;1234;208;0.03042925858581603
0.29;914;72;1168;207;0.03026386145971034
0.29;915;65;1195;173;0.030168980230250574
0.29;916;70;1221;202;0.03143834274822862
0.29;917;65;1191;200;0.031264075921335614
0.29;918;95;1179;213;0.03063695238192046
0.29;919;73;1182;215;0.031609593943915826
0.29;920;68;1155;202;0.03001642719500913
0.29;921;77;1228;206;0.03073580708962741
0.29;922;78;1209;209;0.03200373097648904
0.29;923;72;1233;201;0.03052001735068259
0.29;924;91;1256;225;0.031298016081087135
0.29;925;73;1234;223;0.030056873983717616
0.29;926;76;1226;222;0.03149038848070835
0.29;927;81;1202;207;0.031101351417907132
0.29;928;70;1179;200;0.031003510700741015
0.29;929;87;1252;242;0.031227088768952114
0.29;930;85;1230;220;0.03191244773210668
0.29;931;90;1220;224;0.03087918909520824
0.29;932;72;1184;209;0.03116746329625984
0.29;933;71;1247;201;0.03171309622684153
0.29;934;80;1191;225;0.03112251024344995
0.29;935;79;1217;245;0.031909417878930264
0.29;936;85;1229;198;0.03100454258079711
0.29;937;72;1255;194;0.030615891175778936
0.29;938;86;1158;245;0.031050490399632934
0.29;939;81;1257;245;0.030746578811925048
0.29;940;87;1252;220;0.03161047671854804
0.29;941;84;1176;222;0.030609855667990443
0.29;942;85;1190;265;0.03321424103974923
0.29;943;68;1273;222;0.03095281226126779
0.29;944;80;1177;237;0.03136730337151443
0.29;945;77;1207;225;0.03035791631373381
0.29;946;85;1235;224;0.030357897940132692
0.29;947;85;1189;244;0.03134202338521829
0.29;948;77;1215;209;0.030678928280416726
0.29;949;78;1191;218;0.03014900907645376
0.29;950;64;1189;190;0.031045411267095386
0.29;951;78;1208;193;0.032241444898255686
0.29;952;85;1255;227;0.031140180656085082
0.29;953;77;1225;200;0.03125233041855061
0.29;954;75;1247;203;0.03260410352185136
0.29;955;86;1220;234;0.031183585770025016
0.29;956;88;1229;223;0.03146729244142904
0.29;957;72;1203;211;0.031139994708617825
0.29;958;80;1259;224;0.030561097106391315
0.29;959;81;1168;229;0.03135109096775434
0.29;960;80;1243;224;0.030974080230516808
0.29;961;82;1214;222;0.031188856078927615
0.29;962;72;1209;198;0.031056372963873903
0.29;963;75;1264;230;0.030252041749995073
0.29;964;82;1208;222;0.03120638585467882
0.29;965;51;1203;188;0.031480852418174554
0.29;966;59;1214;200;0.030850687738117683
0.29;967;90;1213;240;0.03192858285544032
0.29;968;83;1178;238;0.03159746848127936
0.29;969;80;1227;200;0.02972807162279565
0.29;970;84;1236;222;0.030069432081193125
0.29;971;82;1265;236;0.031149720758126186
0.29;972;67;1233;217;0.03068500774587352
0.29;973;79;1226;224;0.031680059616574226
0.29;974;70;1226;255;0.031345364247008685
0.29;975;63;1230;183;0.031022317313021568
0.29;976;82;1265;230;0.030608833591375784
0.29;977;87;1205;214;0.030827137315022596
0.29;978;80;1218;217;0.03154629449611167
0.29;979;86;1218;219;0.030420995160879517
0.29;980;88;1251;220;0.030572851472084658
0.29;981;79;1203;224;0.031043162275018257
0.29;982;71;1244;217;0.03151713593409438
0.29;983;76;1157;217;0.03176873337319179
0.29;984;75;1193;219;0.03135846524022543
0.29;985;81;1204;242;0.03263218866534704
0.29;986;70;1244;223;0.03043439555773823
0.29;987;82;1251;223;0.030821860631318646
0.29;988;89;1175;257;0.030987309246061818
0.29;989;92;1200;238;0.03127549395700885
0.29;990;69;1245;214;0.03125353671628354
0.29;991;80;1255;238;0.031539866182800524
0.29;992;70;1201;208;0.03057864793304099
0.29;993;86;1249;228;0.032300111016033
0.29;994;75;1181;202;0.031361252793079046
0.29;995;70;1198;222;0.03107130692979727
0.29;996;80;1230;239;0.030759407067724807
0.29;997;63;1227;215;0.03139714140085026
0.29;998;74;1156;226;0.031655193400951846
0.29;999;85;1264;215;0.03112192602126794
0.36;1000;82;1222;211;0.032484078484556075
0.36;1001;90;1204;224;0.03288320695938309
0.36;1002;80;1226;207;0.03066525679021042
0.36;1003;88;1165;234;0.0316939411005296
0.36;1004;73;1214;208;0.03168557987552011
0.36;1005;88;1222;227;0.0308849573879922
0.36;1006;84;1232;232;0.03202737300238708
0.36;1007;89;1255;227;0.031372146866654155
0.36;1008;78;1201;250;0.031001431368530563
0.36;1009;82;1188;236;0.03111495014440388
0.36;1010;72;1211;200;0.0313325193232837
0.36;1011;77;1205;213;0.03129226396900205
0.36;1012;62;1228;225;0.03126618294018436
0.36;1013;69;1211;221;0.032402751297179025
0.36;1014;84;1213;247;0.03241843950657697
0.36;1015;75;1277;217;0.032030969402950506
0.36;1016;78;1235;220;0.031232352188369283
0.36;1017;87;1186;236;0.031895238725070496
0.36;1018;84;1207;220;0.03147949806604463
0.36;1019;85;1205;220;0.03081758557271863
0.36;1020;78;1258;209;0.03020605562653561
0.36;1021;88;1209;240;0.03149476270101265
0.36;1022;67;1234;201;0.03154876341577072
0.36;1023;90;1237;236;0.030280762495019202
0.36;1024;72;1255;191;0.0311891638542587
0.36;1025;72;1156;208;0.03049645843215095
0.36;1026;82;1179;201;0.03086952311354649
0.36;1027;77;1193;204;0.031287480881256734
0.36;1028;78;1203;212;0.031362434610761505
0.36;1029;84;1210;255;0.03157893594195855
0.36;1030;83;1227;236;0.03223051930175021
0.36;1031;67;1224;204;0.03215579603313137
0.36;1032;65;1220;183;0.03193929190004654
0.36;1033;89;1198;225;0.03250237265372963
0.36;1034;88;1258;247;0.03091038659840191
0.36;1035;70;1272;200;0.030931855942008098
0.36;1036;84;1218;194;0.03038741515023325
0.36;1037;74;1234;208;0.03153313502325091
0.36;1038;85;1222;235;0.030941807281675626
0.36;1039;84;1177;212;0.030296518014291438
0.36;1040;85;1257;226;0.031592627605581916
0.36;1041;80;1217;232;0.030477548792180682
0.36;1042;85;1168;221;0.03139841364601841
0.36;1043;79;1226;224;0.03170852856431192
0.36;1044;85;1234;234;0.031397451527094396
0.36;1045;77;1220;223;0.031485534674880224
0.36;1046;73;1224;210;0.031531242376870654
0.36;1047;106;1236;260;0.031557218163507796
0.36;1048;68;1232;215;0.030671622170009204
0.36;1049;86;1223;205;0.03202305872792239
0.36;1050;77;1228;233;0.030640896057080928
0.36;1051;85;1199;254;0.031577218074907064
0.36;1052;105;1250;248;0.0313667079234179
0.36;1053;83;1198;235;0.03250544217856898
0.36;1054;69;1276;202;0.031981073243247476
0.36;1055;66;1234;228;0.030530977248811843
0.36;1056;74;1267;218;0.031060041736948003
0.36;1057;88;1260;254;0.03131374420746015
0.36;1058;78;1245;205;0.031161206251048124
0.36;1059;95;1182;228;0.03230659093032708
0.36;1060;65;1235;195;0.03137620148793891
0.36;1061;80;1237;227;0.030895643660860943
0.36;1062;90;1204;236;0.03128820960328365
0.36;1063;76;1188;255;0.031199607175761222
0.36;1064;67;1257;194;0.03210697609420148
0.36;1065;82;1221;229;0.03261412484012586
0.36;1066;79;1249;237;0.031083025067312326
0.36;1067;75;1218;194;0.0318760028084662
0.36;1068;70;1253;216;0.03120442083867759
0.36;1069;67;1215;209;0.031168955003158836
0.36;1070;85;1167;241;0.030964067324781797
0.36;1071;86;1236;222;0.03100391217609429
0.36;1072;58;1207;177;0.031192171324197968
0.36;1073;85;1236;220;0.03223015638387692
0.36;1074;84;1203;220;0.03229816249814362
0.36;1075;84;1234;204;0.03213731874099864
0.36;1076;78;1212;212;0.031838008821382574
0.36;1077;85;1177;209;0.031837301308041015
0.36;1078;75;1166;224;0.03176697521783701
0.36;1079;66;1214;229;0.0313780090160367
0.36;1080;84;1243;241;0.031471356166107384
0.36;1081;87;1210;225;0.03212725204576532
0.36;1082;89;1201;229;0.03092825348763071
0.36;1083;75;1239;230;0.031029783017664857
0.36;1084;92;1227;223;0.03250696804627192
0.36;1085;91;1198;224;0.03187976608965224
0.36;1086;84;1191;226;0.03144250834204932
0.36;1087;101;1248;232;0.031499964575062656
0.36;1088;71;1238;229;0.03170241738306838
0.36;1089;77;1209;252;0.032042166338838406
0.36;1090;75;1192;214;0.03277139724359222
0.36;1091;74;1254;238;0.03040054845921667
0.36;1092;78;1219;196;0.031978728305696744
0.36;1093;72;1209;204;0.031131532239593435
0.36;1094;74;1245;214;0.03081430767287978
0.36;1095;91;1178;238;0.031394239279152795
0.36;1096;61;1202;208;0.03145431317439999
0.36;1097;62;1245;196;0.031588002950391846
0.36;1098;89;1226;211;0.0310818157552227
0.36;1099;75;1243;214;0.031227055221849508
0.36;1100;76;1189;226;0.03152909472455861
0.36;1101;115;1244;293;0.03125761785834215
0.36;1102;80;1249;208;0.030725078321652062
0.36;1103;70;1182;202;0.03130478819004149
0.36;1104;77;1222;206;0.03208294209951414
0.36;1105;77;1193;223;0.03347943275527967
0.36;1106;95;1312;251;0.03132129211840125
0.36;1107;65;1243;202;0.030325786150891914
0.36;1108;75;1216;197;0.031058227710391063
0.36;1109;84;1220;247;0.031854179734452814
0.36;1110;94;1226;242;0.031000706172059696
0.36;1111;68;1200;204;0.03161545126530811
0.36;1112;55;1165;176;0.031972436974070456
0.36;1113;84;1288;212;0.030848023959096492
0.36;1114;68;1169;211;0.03139189806859444
0.36;1115;77;1165;219;0.031687542905669545
0.36;1116;86;1212;235;0.03085138644152419
0.36;1117;89;1207;221;0.030776861674448187
0.36;1118;80;1217;233;0.030691142327944787
0.36;1119;84;1223;215;0.031333298640462505
0.36;1120;76;1168;216;0.030927745928279064
0.36;1121;77;1174;216;0.0309854296413782
0.36;1122;78;1221;228;0.031221049053525615
0.36;1123;81;1261;217;0.03217171223114292
0.36;1124;67;1217;209;0.03100686000511891
0.36;1125;57;1223;184;0.0315051372668615
0.36;1126;85;1202;215;0.031369991258634294
0.36;1127;68;1240;198;0.031108170866296404
0.36;1128;83;1213;212;0.03142735366511013
0.36;1129;88;1198;235;0.031905422637686656
0.36;1130;85;1201;232;0.03177497954719169
0.36;1131;82;1210;204;0.031025257540234805
0.36;1132;72;1184;241;0.03204120115174709
0.36;1133;81;1212;233;0.03154155422638729
0.36;1134;78;1189;219;0.0318248973427634
0.36;1135;69;1268;218;0.03116804419202904
0.36;1136;69;1177;197;0.031680926992399966
0.36;1137;77;1249;181;0.03117148395060328
0.36;1138;78;1281;225;0.031742985289705095
0.36;1139;78;1239;215;0.03081641050309216
0.36;1140;90;1166;265;0.031408805446822896
0.36;1141;97;1207;248;0.03238655153218658
0.36;1142;85;1262;238;0.032045937631292404
0.36;1143;71;1244;221;0.031210853415044378
0.36;1144;77;1259;206;0.030965977628723777
0.36;1145;80;1223;249;0.03222762025027622
0.36;1146;80;1224;223;0.031909174298704795
0.36;1147;73;1212;210;0.03088156888436693
0.36;1148;78;1199;217;0.03155514479978557
0.36;1149;91;1266;242;0.031007772764584902
0.36;1150;72;1207;224;0.032251256210108846
0.36;1151;91;1220;227;0.031008081189720708
0.36;1152;75;1260;207;0.03160282875704144
0.36;1153;82;1272;207;0.031897802409764114
0.36;1154;66;1232;188;0.03151149056449737
0.36;1155;87;1195;224;0.03256459089482013
0.36;1156;73;1171;210;0.030369570786800755
0.36;1157;69;1203;199;0.031227603823642137
0.36;1158;80;1199;243;0.03110390664448347
0.36;1159;64;1211;220;0.032402933485112605
0.36;1160;69;1263;194;0.03181058419921701
0.36;1161;74;1246;217;0.03100536105586709
0.36;1162;71;1223;215;0.0304137333404501
0.36;1163;72;1218;229;0.031510722696723587
0.36;1164;77;1165;206;0.031003582761123215
